crop,area,rainfall,temperature,humidity,fertilizer,season,yield
Tea,17.05,133.27,29.73,36.58,66.54,Kharif,1.506
Cotton,11.56,25.98,21.8,58.94,186.61,Kharif,1.327
Cotton,6.09,315.86,32.73,83.26,172.1,Rabi,1.401
Maize,11.5,56.48,17.69,55.48,105.0,Zaid,3.961
Soybean,5.18,261.46,37.94,58.1,70.79,Rabi,1.539
Rice,11.6,228.15,12.8,49.3,231.9,Kharif,1.66
Rice,2.1,282.55,20.41,30.27,73.72,Rabi,2.07
Soybean,14.0,181.41,38.81,85.41,110.22,Zaid,1.452
Tea,12.92,196.49,27.09,43.09,132.43,Zaid,1.313
Tea,12.3,209.01,19.19,38.01,90.66,Zaid,1.127
Soybean,17.98,58.42,39.96,52.6,107.18,Zaid,1.064
Rice,8.0,181.38,29.0,32.03,32.87,Zaid,1.683
Sugarcane,1.36,137.14,33.86,69.3,27.48,Zaid,51.016
Sugarcane,2.62,292.3,34.5,40.76,136.85,Kharif,65.78
Soybean,2.37,84.11,24.01,58.96,75.0,Zaid,1.434
Pulses,5.98,98.57,37.54,88.84,182.52,Rabi,0.628
Cotton,12.01,264.68,24.03,93.59,173.83,Kharif,1.815
Rice,9.68,330.56,27.86,76.02,86.46,Zaid,2.003
Wheat,12.25,114.28,31.68,80.71,121.87,Rabi,3.011
Maize,17.27,293.91,26.05,65.88,237.79,Rabi,4.478
Pulses,11.27,20.91,26.71,48.79,243.07,Zaid,0.417
Pulses,3.54,256.64,18.69,72.03,145.77,Zaid,0.751
Pulses,8.78,163.58,36.45,87.1,86.58,Rabi,0.976
Maize,0.92,102.46,35.93,37.79,28.99,Rabi,3.442
Sugarcane,1.77,348.63,27.29,89.08,12.8,Rabi,44.706
Maize,17.37,61.01,13.65,55.89,59.17,Rabi,3.938
Rice,6.91,101.83,17.4,84.86,187.55,Zaid,1.615
Pulses,0.68,264.26,19.15,42.09,99.02,Kharif,0.892
Pulses,7.85,301.18,12.08,38.26,199.41,Kharif,0.612
Rice,2.05,81.21,28.02,86.28,245.88,Kharif,1.7
Sugarcane,8.74,122.06,18.05,39.19,111.8,Rabi,60.508
Soybean,14.23,51.9,14.6,63.26,106.23,Zaid,1.003
Maize,5.88,314.35,37.61,32.17,198.8,Zaid,3.469
Cotton,7.51,325.59,23.85,76.44,205.84,Kharif,1.453
Pulses,15.25,170.49,11.99,47.28,31.18,Rabi,0.67
Sugarcane,7.57,134.45,35.38,41.26,245.14,Kharif,52.859
Pulses,17.14,48.85,21.76,34.4,110.09,Zaid,0.583
Tea,18.64,34.81,26.02,38.83,154.98,Zaid,0.814
Soybean,12.81,38.95,37.81,91.51,245.38,Rabi,0.791
Wheat,3.76,128.46,30.85,52.74,146.46,Rabi,3.613
Tea,19.31,386.71,31.95,81.24,134.66,Kharif,1.45
Wheat,4.46,303.69,22.18,30.01,65.66,Kharif,2.534
Rice,1.46,238.03,13.08,75.49,165.29,Kharif,2.434
Maize,9.83,207.94,17.16,36.52,144.46,Kharif,5.311
Soybean,7.48,285.28,11.9,63.77,149.28,Zaid,1.031
Wheat,14.91,351.12,38.58,54.93,56.59,Kharif,2.83
Rice,16.74,155.26,37.89,39.67,235.01,Kharif,1.854
Cotton,13.86,353.81,13.93,73.69,140.61,Zaid,1.259
Sugarcane,2.36,301.02,16.0,63.9,222.8,Kharif,53.397
Maize,10.13,358.87,19.54,30.37,74.05,Rabi,3.918
Pulses,1.74,187.52,10.17,53.25,108.09,Zaid,0.764
Soybean,18.2,225.14,34.7,84.66,138.64,Zaid,1.256
Cotton,19.95,93.94,24.48,45.7,208.03,Rabi,1.29
Soybean,15.55,188.56,12.38,92.11,169.31,Rabi,1.241
Cotton,10.33,382.08,36.82,57.87,185.78,Kharif,1.535
Pulses,5.31,294.11,17.79,58.35,53.56,Zaid,0.759
Pulses,19.33,326.67,14.94,77.34,21.59,Kharif,0.555
Sugarcane,15.56,40.69,20.46,74.67,74.83,Zaid,55.454
Pulses,2.3,247.95,16.43,75.89,68.63,Rabi,0.922
Soybean,16.76,107.29,10.64,62.62,154.81,Kharif,1.496
Tea,15.6,386.8,33.59,58.82,142.47,Kharif,1.411
Rice,12.16,110.65,38.39,44.27,190.96,Zaid,1.768
Tea,9.95,168.07,10.81,35.91,7.89,Zaid,0.653
Sugarcane,7.93,372.72,15.86,38.7,152.15,Zaid,44.474
Tea,1.22,211.11,32.96,44.33,90.15,Kharif,1.599
Pulses,19.73,137.69,33.47,93.52,8.46,Zaid,0.515
Tea,8.38,391.38,35.96,71.65,152.89,Rabi,1.121
Tea,14.83,394.53,30.85,55.27,185.2,Rabi,1.252
Rice,10.36,349.92,39.85,42.57,204.86,Zaid,1.399
Soybean,3.49,229.66,29.35,90.29,112.97,Kharif,1.67
Maize,6.73,83.77,31.5,64.81,150.14,Rabi,4.433
Sugarcane,7.72,315.37,27.89,71.06,77.34,Zaid,65.41
Pulses,15.14,160.88,21.49,76.16,24.04,Kharif,0.765
Pulses,16.92,206.96,14.56,53.67,188.68,Zaid,0.659
Rice,1.74,282.18,23.03,42.95,241.64,Rabi,1.69
Maize,11.7,100.93,22.4,34.19,195.81,Zaid,3.544
Soybean,7.84,187.83,28.84,33.68,198.76,Kharif,1.437
Sugarcane,14.6,68.79,26.79,61.36,203.84,Zaid,49.395
Rice,8.47,330.07,19.69,93.19,246.84,Kharif,1.645
Rice,19.25,135.39,31.3,77.37,6.39,Zaid,1.463
Maize,9.19,159.89,35.56,54.24,216.27,Kharif,5.146
Soybean,2.48,289.78,33.81,88.5,214.91,Zaid,1.038
Wheat,18.45,40.54,11.67,73.98,207.73,Kharif,1.777
Soybean,0.97,165.37,13.5,31.62,223.61,Rabi,1.027
Sugarcane,9.08,54.18,27.34,54.32,78.73,Zaid,53.906
Soybean,11.82,288.54,20.43,62.83,168.85,Kharif,1.529
Rice,12.73,93.8,27.17,36.22,221.33,Kharif,1.796
Sugarcane,2.6,81.11,11.71,93.79,247.16,Kharif,42.277
Soybean,13.43,334.29,36.77,78.71,178.3,Kharif,1.241
Sugarcane,15.27,313.81,29.65,69.13,134.83,Rabi,77.269
Maize,16.96,301.57,14.15,75.04,80.79,Kharif,4.935
Wheat,4.8,253.02,16.81,89.77,176.66,Kharif,2.541
Tea,11.96,70.14,11.4,52.18,19.7,Rabi,0.794
Pulses,8.33,51.96,19.07,86.8,63.2,Zaid,0.598
Tea,11.34,236.24,33.66,46.29,87.07,Rabi,1.365
Soybean,11.24,127.35,37.77,73.14,114.64,Rabi,1.711
Cotton,9.42,184.09,20.72,93.92,140.93,Kharif,2.041
Wheat,12.06,349.38,11.86,47.56,230.41,Zaid,1.606
Pulses,4.23,392.07,19.91,67.73,150.87,Zaid,0.707
Wheat,17.11,196.74,38.14,70.65,93.15,Kharif,3.261
Pulses,12.64,238.84,26.25,46.84,65.19,Zaid,0.939
Rice,0.86,58.02,10.1,48.53,41.05,Zaid,1.254
Maize,6.27,114.27,11.32,86.08,119.47,Rabi,3.843
Cotton,1.44,189.33,27.35,40.58,185.97,Kharif,1.529
Soybean,13.8,223.65,24.41,51.72,40.3,Zaid,1.461
Soybean,12.94,173.75,21.02,84.57,141.43,Rabi,1.49
Maize,14.96,205.77,19.62,88.72,151.69,Zaid,4.441
Tea,15.14,115.41,33.27,49.2,4.48,Zaid,0.742
Maize,7.41,313.67,36.35,79.78,181.15,Rabi,4.236
Soybean,7.5,179.55,38.06,46.61,204.83,Kharif,1.337
Sugarcane,11.21,176.31,33.9,35.95,188.92,Zaid,44.357
Rice,1.27,53.97,37.5,69.78,40.52,Zaid,1.587
Maize,15.81,142.99,36.68,55.72,52.73,Kharif,6.166
Tea,5.0,280.23,22.42,51.66,152.02,Zaid,1.299
Soybean,1.18,115.49,33.55,78.05,108.22,Rabi,1.698
Cotton,5.35,397.64,23.4,44.86,129.48,Kharif,1.641
Maize,15.29,122.96,37.12,49.64,193.36,Rabi,5.064
Pulses,14.87,218.49,26.68,68.92,63.5,Zaid,0.862
Rice,10.79,287.0,10.23,32.79,8.44,Zaid,0.881
Sugarcane,11.25,78.46,27.46,86.05,47.61,Zaid,52.663
Pulses,4.31,342.23,26.34,55.76,112.06,Kharif,1.039
Cotton,17.5,51.26,24.36,76.33,57.2,Kharif,1.577
Rice,8.48,293.65,31.44,40.72,84.0,Zaid,1.839
Cotton,19.73,173.48,15.87,88.17,139.06,Zaid,1.575
Tea,9.47,203.97,16.55,49.37,47.95,Zaid,1.232
Rice,2.05,72.19,11.85,55.13,32.42,Zaid,1.266
Tea,5.39,307.42,21.68,72.04,149.81,Rabi,1.764
Wheat,19.99,133.05,36.19,67.63,201.18,Rabi,2.702
Wheat,17.52,335.28,31.71,83.67,182.09,Rabi,2.487
Soybean,6.07,276.04,22.55,40.93,178.14,Kharif,1.466
Maize,9.1,199.06,10.44,66.08,59.04,Kharif,4.891
Rice,7.34,191.89,39.82,53.65,62.49,Rabi,2.273
Pulses,19.91,311.96,39.2,65.92,86.23,Kharif,0.928
Wheat,2.3,299.25,13.74,75.07,108.31,Kharif,3.15
Tea,7.28,339.15,38.92,60.47,129.68,Kharif,1.397
Wheat,14.77,21.73,23.36,78.36,167.08,Kharif,2.376
Soybean,10.84,251.96,37.28,43.77,139.15,Zaid,1.291
Soybean,8.8,284.87,12.45,59.15,170.04,Rabi,1.36
Sugarcane,1.67,105.86,17.3,78.73,66.25,Zaid,59.056
Wheat,4.57,211.54,18.08,69.66,155.5,Zaid,2.782
Soybean,10.16,136.39,15.3,42.78,125.97,Kharif,1.621
Tea,18.11,266.24,27.55,36.85,216.86,Kharif,1.231
Wheat,13.47,223.01,36.08,45.58,132.38,Kharif,2.866
Cotton,11.64,361.19,25.01,38.34,223.89,Kharif,1.348
Rice,8.26,150.41,31.87,58.51,14.92,Kharif,1.88
Rice,10.57,305.43,32.76,76.72,25.3,Rabi,1.827
Cotton,4.67,142.04,23.84,41.78,169.13,Rabi,1.566
Soybean,10.55,199.88,23.46,33.84,73.55,Rabi,1.53
Tea,3.4,335.19,38.34,61.63,164.44,Zaid,1.084
Soybean,1.15,95.35,14.89,43.09,171.58,Kharif,1.191
Pulses,18.21,159.3,26.38,62.31,46.13,Rabi,0.866
Soybean,12.66,254.18,30.79,30.67,78.32,Kharif,1.446
Maize,17.7,215.11,36.77,70.93,176.0,Kharif,5.578
Sugarcane,18.69,241.58,39.45,39.01,58.67,Zaid,53.333
Pulses,10.19,103.24,30.22,92.62,66.84,Rabi,0.862
Cotton,18.02,363.01,26.5,45.19,184.78,Rabi,1.353
Soybean,1.84,30.17,22.36,31.85,141.06,Kharif,1.204
Pulses,11.18,360.69,12.66,50.7,17.93,Rabi,0.478
Soybean,0.62,254.31,28.48,85.72,171.63,Kharif,1.585
Wheat,2.39,226.18,35.41,47.03,81.69,Rabi,3.235
Cotton,7.57,352.01,35.04,65.4,87.83,Kharif,1.678
Cotton,7.17,20.53,36.41,93.02,70.35,Rabi,1.112
Pulses,11.9,238.12,19.98,80.12,244.07,Zaid,0.695
Pulses,15.25,200.39,30.11,54.92,146.64,Rabi,1.138
Tea,18.78,304.14,20.5,39.69,133.3,Zaid,1.151
Cotton,12.46,273.73,11.44,85.82,244.34,Kharif,1.125
Cotton,0.83,344.78,12.83,67.93,182.29,Kharif,1.413
Pulses,3.16,226.95,37.06,51.6,219.44,Rabi,0.775
Soybean,15.93,238.65,10.22,35.51,191.89,Kharif,1.093
Pulses,10.99,99.82,34.29,88.77,176.28,Kharif,0.687
Soybean,4.03,96.29,20.12,88.35,245.94,Zaid,1.123
Pulses,1.23,308.55,18.48,84.64,158.93,Rabi,0.776
Pulses,13.34,202.31,28.35,65.86,194.62,Zaid,0.771
Pulses,17.26,100.73,16.23,52.79,186.22,Zaid,0.629
Soybean,1.89,197.55,29.28,45.04,90.81,Zaid,1.498
Soybean,11.64,200.57,10.33,73.0,151.1,Zaid,1.305
Tea,6.93,27.45,28.42,34.32,164.59,Kharif,0.999
Cotton,17.06,250.18,20.03,82.31,147.71,Kharif,2.18
Sugarcane,17.53,67.6,13.47,51.87,23.16,Kharif,43.425
Maize,19.95,122.1,12.87,51.14,159.62,Zaid,4.341
Cotton,15.34,290.7,25.31,31.67,246.49,Rabi,1.2
Maize,18.12,225.04,27.36,83.46,105.04,Zaid,5.819
Sugarcane,5.68,307.75,33.1,52.54,205.91,Rabi,55.417
Pulses,7.12,333.96,23.26,64.79,58.4,Rabi,0.853
Sugarcane,4.36,202.28,12.79,90.76,194.65,Zaid,45.066
Maize,2.62,283.51,15.48,94.05,8.23,Rabi,3.018
Sugarcane,17.25,220.52,12.19,36.17,56.63,Rabi,55.98
Maize,1.93,107.1,28.87,42.6,130.17,Zaid,4.523
Pulses,17.95,282.59,30.22,38.74,194.52,Kharif,0.755
Cotton,10.13,252.95,17.52,65.13,107.41,Zaid,1.658
Soybean,11.59,363.54,12.02,93.39,125.15,Rabi,1.066
Maize,1.49,236.33,27.27,33.06,172.14,Rabi,4.48
Rice,6.82,113.6,21.56,48.2,164.42,Rabi,2.329
Sugarcane,8.09,338.28,12.28,39.78,84.53,Kharif,54.234
Maize,8.02,128.2,30.52,60.76,180.84,Zaid,5.638
Pulses,5.54,334.82,32.4,43.86,198.85,Rabi,0.704
Cotton,15.01,67.02,38.69,40.51,167.0,Zaid,1.019
Tea,4.95,295.86,13.04,63.19,109.24,Rabi,1.279
Tea,11.61,299.21,15.37,51.01,111.45,Rabi,1.238
Sugarcane,3.46,192.76,32.68,82.61,167.65,Kharif,73.619
Wheat,2.79,79.8,30.77,77.47,114.93,Kharif,3.386
Wheat,1.88,272.51,39.0,89.0,110.53,Zaid,2.42
Tea,12.97,375.43,35.48,83.55,78.77,Kharif,1.326
Tea,2.71,313.64,35.39,94.42,7.15,Rabi,0.798
Maize,17.48,267.7,31.04,92.55,147.23,Kharif,5.991
Cotton,7.18,102.61,39.14,77.46,95.52,Zaid,1.39
Soybean,7.08,57.9,36.87,37.07,34.05,Rabi,0.889
Pulses,14.7,252.39,18.78,93.12,48.89,Kharif,0.852
Sugarcane,8.48,388.61,26.77,34.64,90.95,Kharif,57.766
Cotton,7.1,156.85,35.68,70.43,153.44,Kharif,2.066
Cotton,14.4,33.93,21.35,90.06,157.31,Kharif,1.265
Tea,18.17,45.29,10.92,91.06,117.12,Zaid,0.739
Cotton,6.77,70.65,13.77,65.67,100.18,Rabi,1.396
Cotton,17.78,226.59,17.46,51.55,0.03,Rabi,1.085
Rice,16.64,375.86,16.71,44.69,212.95,Rabi,1.415
Tea,16.22,289.66,21.09,45.37,105.3,Kharif,1.46
Maize,13.94,52.94,24.62,88.8,109.86,Kharif,3.924
Maize,13.9,227.96,12.72,69.45,43.21,Rabi,4.831
Sugarcane,8.9,286.66,32.51,52.93,90.43,Rabi,67.25
Sugarcane,11.11,158.36,33.85,84.88,13.71,Rabi,52.245
Tea,10.89,164.56,23.88,82.31,39.85,Zaid,1.115
Cotton,14.34,78.46,31.74,72.81,226.54,Zaid,1.385
Wheat,4.3,201.23,30.65,77.98,159.01,Kharif,3.726
Rice,16.53,47.05,14.51,75.37,0.03,Zaid,0.836
Sugarcane,14.6,288.09,23.2,36.05,82.8,Kharif,67.436
Rice,10.26,374.29,27.62,91.64,139.01,Kharif,2.035
Sugarcane,10.2,307.49,26.06,39.35,127.72,Kharif,63.839
Wheat,19.91,57.2,36.34,41.42,186.83,Kharif,2.106
Wheat,7.71,361.17,38.73,67.97,173.47,Zaid,2.117
Wheat,6.81,366.5,38.5,65.19,87.46,Rabi,2.955
Maize,10.61,212.12,30.84,46.87,16.32,Kharif,3.964
Wheat,3.59,184.17,39.79,34.3,29.35,Zaid,1.775
Maize,19.85,367.05,16.86,63.34,240.03,Zaid,3.102
Sugarcane,7.86,23.61,31.93,63.82,37.72,Zaid,37.928
Sugarcane,11.2,191.68,22.49,76.32,114.05,Rabi,80.146
Cotton,19.29,384.37,38.06,74.35,147.04,Kharif,1.571
Sugarcane,16.61,339.74,27.29,68.09,208.41,Zaid,54.38
Pulses,7.18,193.32,16.4,69.2,19.23,Zaid,0.565
Maize,18.97,95.14,15.03,86.4,89.94,Rabi,4.572
Rice,10.59,208.67,22.78,49.87,229.21,Kharif,2.34
Rice,18.15,239.85,25.65,30.17,247.09,Kharif,1.789
Sugarcane,7.4,117.57,30.24,89.79,48.89,Zaid,56.008
Sugarcane,9.0,319.03,39.57,77.94,232.54,Rabi,52.534
Maize,7.15,215.34,31.01,33.18,217.51,Rabi,4.486
Wheat,17.89,210.66,22.28,86.32,32.75,Zaid,2.448
Rice,17.14,21.23,15.25,91.65,61.17,Zaid,1.313
Cotton,15.39,84.14,10.32,37.97,27.63,Zaid,0.813
Wheat,7.52,252.95,29.2,94.5,80.27,Kharif,3.454
Cotton,14.89,254.18,15.82,92.8,79.48,Zaid,1.495
Sugarcane,9.66,125.89,27.38,57.58,215.29,Rabi,61.978
Tea,15.05,241.62,24.18,89.04,132.66,Rabi,1.682
Wheat,12.91,57.7,37.05,68.89,44.12,Zaid,2.015
Cotton,8.6,20.92,21.11,62.7,14.74,Rabi,0.866
Wheat,9.77,22.16,33.52,64.84,109.34,Rabi,2.134
Sugarcane,17.35,220.67,37.61,88.1,108.13,Kharif,64.619
Pulses,7.94,112.4,15.57,84.23,86.82,Rabi,0.758
Soybean,19.19,38.63,27.31,38.0,171.17,Rabi,1.003
Maize,13.79,159.91,21.44,63.02,81.23,Kharif,6.842
Soybean,14.7,192.69,18.0,30.71,44.12,Zaid,1.122
Tea,15.93,166.43,33.18,75.31,173.68,Kharif,1.588
Wheat,7.18,26.58,10.63,64.37,205.79,Rabi,1.615
Sugarcane,8.65,197.71,16.1,71.23,175.79,Kharif,67.906
Wheat,3.17,266.87,31.05,44.06,88.14,Kharif,3.432
Rice,5.24,70.78,24.53,93.19,106.93,Zaid,1.732
Cotton,16.46,270.52,11.98,31.78,182.61,Zaid,1.011
Maize,10.54,167.5,28.2,89.15,138.42,Kharif,5.74
Cotton,11.82,87.9,15.74,92.68,175.09,Rabi,1.211
Soybean,0.62,114.32,37.0,57.83,72.59,Rabi,1.656
Sugarcane,6.92,222.46,31.66,63.94,173.54,Zaid,64.096
Maize,8.57,139.26,25.66,93.2,191.52,Zaid,4.359
Soybean,10.09,375.01,27.16,59.37,91.19,Kharif,1.479
Sugarcane,4.03,299.37,34.48,84.36,185.57,Kharif,57.082
Sugarcane,9.99,376.08,11.68,30.16,199.44,Kharif,37.774
Soybean,1.8,20.36,31.56,76.49,186.04,Kharif,1.194
Sugarcane,15.03,275.22,18.97,94.24,201.13,Rabi,46.531
Wheat,5.29,174.4,20.0,34.49,2.43,Kharif,1.967
Rice,7.63,261.09,18.44,53.55,1.49,Kharif,1.503
Cotton,4.18,119.66,16.35,48.14,90.81,Zaid,1.42
Maize,4.09,79.38,18.94,41.58,3.7,Rabi,2.811
Soybean,19.6,304.91,23.0,76.67,241.63,Kharif,1.403
Soybean,11.63,324.34,25.66,65.04,22.89,Rabi,1.18
Soybean,2.25,130.19,12.13,35.16,55.54,Zaid,1.141
Soybean,16.65,300.08,26.98,47.71,156.71,Kharif,1.652
Rice,16.36,279.94,15.88,31.78,137.74,Rabi,1.883
Pulses,15.35,83.22,36.42,75.32,1.31,Zaid,0.415
Tea,4.13,334.78,30.45,39.97,153.74,Rabi,1.251
Maize,3.97,226.71,14.06,30.6,172.79,Zaid,3.086
Pulses,8.37,21.5,32.45,48.07,22.19,Zaid,0.382
Cotton,18.02,39.97,30.05,59.91,135.84,Zaid,1.262
Wheat,4.5,219.74,17.33,84.11,73.87,Kharif,3.042
Rice,16.67,166.24,19.5,53.03,42.77,Kharif,2.463
Wheat,12.84,193.34,29.65,68.8,18.04,Rabi,2.377
Cotton,13.63,195.64,26.16,32.57,146.5,Kharif,1.897
Wheat,18.89,267.85,12.27,55.77,226.36,Zaid,1.667
Pulses,18.96,116.86,12.08,53.18,157.55,Rabi,0.693
Rice,14.15,261.44,32.27,41.73,55.49,Zaid,2.013
Tea,6.09,36.6,14.84,44.27,173.41,Kharif,0.867
Rice,2.16,187.32,23.15,79.73,141.41,Kharif,3.174
Cotton,13.48,311.72,35.82,80.67,112.17,Kharif,1.667
Soybean,18.21,59.67,23.06,54.8,86.76,Rabi,1.397
Sugarcane,13.55,184.58,39.73,39.1,1.74,Zaid,30.139
Soybean,4.72,34.84,23.26,92.5,50.92,Zaid,1.067
Tea,19.0,368.09,13.7,68.79,226.69,Kharif,0.947
Pulses,2.55,117.51,23.9,41.72,124.08,Rabi,0.813
Maize,6.11,278.17,14.7,60.69,28.92,Zaid,3.366
Soybean,8.96,269.43,27.98,71.24,204.39,Zaid,1.284
Cotton,10.61,337.11,28.47,47.29,92.0,Rabi,1.494
Tea,5.33,32.83,15.78,70.22,109.32,Zaid,0.852
Rice,15.03,296.76,13.17,48.1,52.23,Zaid,1.645
Tea,14.55,246.13,28.68,84.53,7.85,Zaid,0.869
Cotton,5.81,328.09,31.63,70.84,147.35,Rabi,1.747
Soybean,17.59,224.02,30.06,34.08,37.25,Rabi,1.205
Maize,9.25,154.16,25.66,78.2,218.83,Rabi,5.195
Sugarcane,4.69,77.46,34.09,82.93,86.79,Rabi,53.045
Maize,16.3,324.51,33.8,87.06,215.43,Rabi,4.063
Tea,12.54,262.25,19.97,47.73,123.59,Kharif,1.517
Cotton,11.59,30.94,27.08,61.79,62.06,Zaid,1.275
Wheat,16.57,105.01,19.75,41.27,100.5,Kharif,2.911
Rice,18.24,305.62,12.37,85.86,205.38,Kharif,1.778
Pulses,3.65,201.66,29.99,35.94,118.67,Zaid,0.765
Maize,11.49,369.32,16.95,32.81,236.44,Kharif,3.422
Sugarcane,7.9,344.82,36.49,80.34,143.57,Zaid,56.567
Wheat,9.61,36.84,13.5,87.03,112.94,Rabi,1.582
Tea,4.76,45.77,15.6,71.4,200.9,Zaid,0.86
Pulses,2.59,128.97,26.26,87.34,125.93,Kharif,1.09
Wheat,5.06,201.27,35.41,84.01,4.34,Zaid,1.732
Tea,9.86,112.08,27.81,37.99,201.79,Kharif,1.239
Soybean,10.85,277.3,39.17,36.56,44.49,Kharif,1.234
Soybean,6.53,165.67,26.87,64.35,173.16,Rabi,1.813
Wheat,8.42,298.31,26.05,72.2,29.2,Zaid,2.032
Cotton,3.3,29.39,26.56,80.71,30.31,Zaid,0.878
Pulses,15.68,115.77,13.35,38.24,158.83,Zaid,0.615
Rice,17.25,200.72,10.33,55.36,161.45,Rabi,2.088
Tea,1.03,180.57,14.64,32.29,191.16,Rabi,1.082
Sugarcane,5.24,143.26,34.01,49.11,89.93,Zaid,62.09
Soybean,14.53,391.58,26.07,60.68,64.11,Kharif,1.665
Rice,7.1,56.92,16.2,47.65,121.05,Rabi,1.837
Soybean,5.68,62.67,24.67,51.94,34.38,Rabi,1.06
Wheat,17.08,330.96,27.63,65.54,1.4,Zaid,1.616
Pulses,10.14,301.03,11.75,82.61,222.77,Kharif,0.547
Maize,5.14,229.2,26.33,31.45,8.85,Rabi,3.453
Rice,7.6,324.79,21.94,77.27,145.28,Rabi,2.152
Sugarcane,5.11,206.95,25.35,65.31,46.6,Kharif,84.274
Sugarcane,1.72,108.21,13.98,38.23,237.1,Rabi,42.724
Sugarcane,18.02,310.92,23.47,93.07,153.0,Zaid,55.896
Pulses,11.21,362.31,36.23,49.26,124.78,Rabi,0.744
Tea,6.71,21.31,15.37,79.89,109.05,Rabi,0.96
Soybean,1.85,313.44,10.01,68.72,207.97,Rabi,1.084
Sugarcane,15.43,392.3,29.61,92.8,60.77,Zaid,51.398
