N,P,K,temperature,humidity,ph,rainfall,label
24,71,34,25.66,47.99,6.86,106.31,pigeonpeas
5,77,42,24.1,40.18,6.44,35.39,mungbean
82,58,59,19.29,99.06,5.52,201.21,rice
6,59,4,32.01,77.39,7.16,90.53,blackgram
11,51,30,23.86,51.51,6.37,33.26,mungbean
14,44,46,16.51,45.17,4.96,147.85,pigeonpeas
0,12,30,29.56,63.05,5.47,96.52,mango
30,120,188,17.81,89.77,6.3,78.93,grapes
35,77,36,21.44,53.8,6.82,38.15,mothbeans
71,62,60,29.64,82.13,5.77,94.97,papaya
8,0,213,20.81,88.91,6.65,133.84,orange
24,137,196,17.41,90.15,6.6,65.51,grapes
120,73,41,33.36,87.82,4.81,90.87,banana
43,57,0,27.32,66.8,6.4,187.94,pomegranate
31,66,73,13.38,57.18,7.64,91.29,chickpea
21,73,0,25.44,41.56,6.91,25.93,mothbeans
107,11,72,31.63,89.83,7.18,56.62,watermelon
25,38,22,30.41,77.71,6.4,187.11,coconut
45,75,92,19.01,45.1,6.46,54.36,chickpea
16,68,20,17.35,50.65,5.95,65.55,lentil
27,71,20,20.85,60.96,6.57,45.71,mungbean
22,69,17,30.24,57.6,7.64,13.69,mungbean
49,108,194,17.62,80.25,6.64,114.77,grapes
11,69,20,18.25,73.23,6.67,91.57,pomegranate
24,63,31,22.18,58.4,7.2,83.48,lentil
25,32,6,31.9,92.21,6.46,146.28,coconut
76,32,54,26.53,86.34,7.15,154.37,jute
52,48,61,21.6,80.64,7.6,190.8,jute
109,32,38,27.62,75.14,6.21,128.01,coffee
4,127,196,28.76,83.2,6.58,95.92,grapes
66,6,43,27.99,83.84,5.94,60.2,muskmelon
11,113,195,18.59,91.85,6.17,137.79,apple
45,34,16,27.69,74.45,6.75,156.86,coconut
109,15,48,31.81,95.36,5.86,34.23,muskmelon
14,121,202,20.81,83.37,6.92,88.36,grapes
0,14,207,21.42,89.42,6.42,86.21,orange
42,7,32,33.32,91.11,6.9,154.24,coconut
92,40,39,23.96,70.92,6.28,42.41,watermelon
112,20,43,29.98,89.22,6.12,56.23,watermelon
116,10,40,31.95,90.17,6.04,61.83,muskmelon
38,26,37,28.87,49.75,6.63,77.57,mango
24,15,42,30.56,55.42,6.39,80.62,mango
87,16,22,26.44,75.63,6.89,161.63,coffee
96,20,8,26.01,76.09,7.34,186.66,coffee
33,18,39,26.48,52.15,6.82,91.71,mango
23,53,14,27.1,62.13,6.72,32.57,blackgram
84,54,35,21.54,78.54,6.7,194.48,rice
94,77,57,22.32,71.38,6.17,120.57,banana
23,77,20,27.35,65.47,6.7,51.42,blackgram
15,151,198,19.09,100.0,5.59,91.53,apple
39,67,14,21.02,38.44,6.83,64.45,mothbeans
34,34,5,27.06,76.46,6.47,144.35,coconut
36,34,47,25.12,84.59,6.84,124.88,papaya
99,31,33,23.02,82.38,6.27,220.57,rice
106,31,16,23.32,50.98,6.29,112.71,wheat
86,76,49,32.67,81.91,5.58,110.52,banana
32,86,35,21.94,66.56,6.02,62.4,lentil
40,82,19,22.93,69.82,5.89,55.96,lentil
33,58,3,28.32,62.45,7.31,58.0,blackgram
111,38,53,26.23,71.36,6.46,75.59,watermelon
18,4,209,18.94,87.98,6.79,118.51,orange
111,38,52,27.42,69.17,6.01,51.78,muskmelon
0,33,60,28.65,70.16,5.87,55.69,mango
0,52,58,27.57,54.17,5.38,202.4,pigeonpeas
95,18,13,25.6,84.09,5.7,149.57,coffee
35,75,68,19.93,48.61,7.11,65.76,chickpea
70,80,83,23.14,51.16,7.01,66.21,chickpea
36,70,14,23.26,83.65,6.8,144.37,pomegranate
25,134,206,23.09,100.0,6.39,69.23,grapes
10,66,37,30.32,63.74,7.15,44.99,blackgram
71,67,26,26.05,67.36,6.88,49.74,blackgram
104,34,14,27.35,68.82,6.38,163.9,coffee
32,70,33,14.72,71.68,6.26,26.36,kidneybeans
16,8,26,29.73,92.51,6.88,146.66,coconut
55,61,43,26.63,91.34,6.63,77.34,papaya
45,46,42,28.41,82.41,6.75,59.44,papaya
32,58,30,20.31,61.62,6.51,35.09,mothbeans
79,48,34,20.01,43.78,7.67,63.9,wheat
117,45,53,28.8,93.3,6.36,59.56,watermelon
114,93,59,25.11,74.35,5.35,107.1,banana
104,33,35,23.39,93.53,5.78,234.08,rice
80,9,40,25.81,81.15,6.12,71.64,muskmelon
30,69,27,26.03,54.61,6.86,112.82,mungbean
55,68,38,21.72,73.9,5.67,225.58,rice
57,28,54,29.32,66.07,7.08,109.87,wheat
27,22,32,29.93,59.08,5.6,124.99,mango
13,84,38,25.55,53.36,7.15,46.31,blackgram
45,1,212,22.82,81.31,6.55,116.23,orange
74,60,51,22.4,87.98,6.3,205.29,jute
88,37,28,32.14,89.01,6.62,134.49,coffee
14,69,26,27.25,82.33,7.26,56.61,pomegranate
104,58,47,28.32,75.83,5.47,126.15,banana
52,125,218,27.84,71.99,7.02,58.71,grapes
0,0,196,25.72,93.91,6.74,90.41,orange
22,135,192,24.69,86.22,6.13,94.53,grapes
21,81,44,22.58,44.84,6.14,129.2,pigeonpeas
17,76,63,20.45,64.62,5.71,56.08,kidneybeans
19,13,183,23.0,85.1,6.27,67.4,orange
29,117,207,22.16,77.4,6.62,77.58,grapes
77,24,37,25.62,75.47,5.77,49.3,muskmelon
2,140,183,23.81,95.02,5.67,148.75,apple
32,48,67,23.71,48.75,6.73,79.0,chickpea
109,36,47,22.4,84.77,6.47,100.69,cotton
97,92,40,25.52,63.92,5.34,150.19,banana
67,52,41,19.57,84.86,6.78,232.08,rice
81,0,41,30.42,97.64,6.46,76.44,muskmelon
42,17,32,28.52,46.87,5.13,63.62,mango
8,0,214,18.36,87.38,6.48,100.4,orange
20,79,7,27.92,50.0,6.87,35.79,mungbean
25,81,48,19.68,58.2,5.31,49.82,lentil
22,12,23,27.2,84.8,6.71,139.25,coconut
54,36,53,19.05,53.2,7.08,70.79,wheat
105,57,31,27.66,76.38,6.12,121.4,jute
34,133,191,21.66,87.28,7.48,79.36,apple
103,83,54,27.28,89.94,6.06,68.54,banana
113,17,27,26.55,85.35,6.61,35.8,muskmelon
49,11,38,34.3,43.98,5.83,118.56,mango
57,62,52,29.44,86.25,6.84,60.57,papaya
32,83,20,19.73,66.74,6.88,0.0,lentil
6,55,44,18.44,60.09,5.87,104.72,kidneybeans
15,72,21,26.81,66.22,6.52,22.57,lentil
7,76,10,23.35,97.34,7.0,132.56,pomegranate
20,57,19,23.85,86.29,6.83,84.02,pomegranate
28,79,31,26.68,42.76,6.81,140.68,pigeonpeas
6,64,14,23.55,48.46,5.93,24.69,mungbean
40,62,31,28.91,60.49,5.95,43.66,mothbeans
106,37,42,28.24,64.36,6.73,78.44,maize
30,62,17,27.96,56.2,6.55,45.9,mungbean
101,38,9,21.05,85.39,5.74,182.12,coffee
89,84,60,29.39,68.61,6.96,88.97,banana
98,76,51,34.91,89.23,6.58,115.89,banana
32,38,21,27.43,85.14,7.39,140.78,coconut
60,32,75,24.33,93.2,6.0,84.53,papaya
101,54,66,24.12,81.69,7.09,46.39,cotton
17,56,23,15.98,45.99,6.41,47.06,lentil
8,32,25,31.81,66.21,5.4,75.85,mango
4,59,29,22.15,74.22,6.2,109.2,pomegranate
0,20,200,22.44,94.95,6.14,115.95,orange
85,50,32,24.1,50.39,6.86,159.0,wheat
117,47,77,26.43,99.85,6.25,82.88,cotton
33,82,47,18.85,65.9,6.82,228.8,pigeonpeas
98,75,65,27.79,73.73,5.76,133.03,banana
97,66,30,29.9,84.36,6.22,128.03,banana
107,19,63,30.91,88.31,6.03,66.43,muskmelon
111,12,33,24.11,73.3,6.5,12.14,muskmelon
107,22,59,23.85,82.28,6.39,66.39,watermelon
29,66,18,20.54,63.23,7.48,44.21,blackgram
32,49,25,22.82,53.9,6.12,35.16,lentil
19,49,20,27.63,80.2,6.71,131.29,pomegranate
24,29,235,24.75,84.7,6.73,93.34,orange
0,14,191,23.26,92.47,6.39,105.76,orange
48,50,63,27.66,85.12,6.2,110.77,papaya
25,85,33,24.77,59.61,7.48,0.0,blackgram
92,49,34,24.09,58.15,7.25,110.88,wheat
85,23,31,25.1,65.62,7.37,136.75,coffee
50,46,13,21.0,68.21,7.16,148.82,coconut
27,70,11,30.43,69.25,7.43,56.92,blackgram
80,10,62,28.1,81.94,5.94,62.23,muskmelon
110,12,48,29.06,79.87,6.22,69.79,watermelon
10,62,13,29.61,63.27,6.3,57.7,mungbean
26,69,11,27.44,42.2,7.64,4.14,mungbean
40,76,52,19.57,56.17,5.63,45.5,kidneybeans
90,55,34,29.33,55.45,6.96,130.01,maize
53,30,41,23.78,74.77,6.82,163.46,rice
26,17,16,24.55,50.89,6.45,121.4,mango
32,48,26,17.15,62.59,5.2,74.72,kidneybeans
52,68,85,18.45,48.43,6.9,56.34,chickpea
81,60,72,26.11,90.62,7.17,77.59,papaya
77,79,32,26.92,68.42,6.52,109.22,wheat
22,65,10,20.82,79.28,7.06,93.47,pomegranate
67,52,40,23.5,81.62,7.02,184.85,jute
122,34,53,18.06,85.55,6.86,118.98,cotton
70,51,32,22.81,76.73,6.14,192.09,jute
64,64,38,25.09,67.96,7.01,190.68,jute
37,61,37,24.96,49.3,5.23,145.98,pigeonpeas
90,63,19,19.45,65.69,6.37,222.94,rice
1,38,55,34.63,52.31,5.42,63.36,mango
12,83,48,25.42,69.27,6.64,86.02,blackgram
10,16,0,28.2,79.85,7.06,159.75,coconut
64,28,41,23.63,77.11,6.82,79.4,maize
81,50,56,23.85,50.82,7.13,82.36,maize
90,12,43,26.22,74.76,5.44,29.27,muskmelon
0,39,183,26.85,93.45,5.91,96.89,orange
34,138,199,20.53,74.54,7.08,62.88,grapes
112,62,22,21.55,92.14,6.15,216.1,rice
61,44,36,29.66,87.4,7.07,195.5,jute
58,27,18,26.84,81.63,6.55,149.07,coconut
10,30,26,20.34,33.86,5.08,70.35,mothbeans
58,36,65,32.29,79.22,6.6,116.06,papaya
73,59,37,27.77,67.43,5.68,165.22,jute
13,63,44,24.0,92.53,6.49,130.4,papaya
21,60,13,29.61,53.19,7.72,55.93,lentil
118,29,47,24.47,88.46,6.56,68.88,muskmelon
96,67,52,22.81,76.98,5.49,99.83,cotton
20,19,201,26.67,100.0,7.36,86.94,orange
12,68,11,24.62,57.48,5.86,24.63,mungbean
73,43,44,22.48,55.02,7.02,124.77,wheat
5,70,16,19.96,57.75,6.75,58.2,lentil
59,63,22,12.36,70.7,4.86,55.69,kidneybeans
101,8,53,21.84,93.38,6.52,41.98,watermelon
0,68,14,28.78,50.15,5.91,48.75,mothbeans
23,56,33,28.63,56.59,6.5,22.06,mungbean
67,44,37,27.16,76.74,6.09,166.21,jute
133,61,47,19.47,81.97,6.04,47.75,cotton
33,57,11,28.2,63.23,6.75,41.21,mungbean
116,42,43,30.13,81.8,5.51,71.99,cotton
11,123,215,23.85,83.0,6.44,45.42,grapes
0,64,34,22.17,61.92,5.99,68.53,kidneybeans
13,77,17,23.41,88.28,6.2,147.33,pomegranate
121,12,52,28.88,87.99,5.87,82.03,muskmelon
34,137,216,22.67,78.13,7.23,86.31,apple
101,13,59,27.82,78.02,5.54,13.07,muskmelon
5,75,16,28.09,70.58,6.38,42.89,blackgram
31,12,22,24.24,97.13,5.71,180.81,coconut
27,70,15,27.02,40.98,7.06,53.86,mothbeans
78,48,53,20.45,55.77,6.57,84.14,wheat
44,61,49,17.42,64.49,5.85,71.31,kidneybeans
115,25,31,27.21,77.61,7.19,141.11,coffee
0,135,212,23.75,90.45,6.74,109.32,apple
21,76,15,26.93,50.94,5.95,62.19,lentil
24,65,1,28.07,45.11,6.75,10.92,mothbeans
65,37,16,24.35,77.48,6.62,131.18,coffee
100,69,34,20.03,80.99,6.53,232.35,rice
43,51,35,34.69,54.43,7.39,60.03,blackgram
13,25,31,27.63,78.59,6.73,139.95,coconut
96,13,27,21.38,70.77,7.1,120.09,coffee
59,56,28,26.77,61.27,5.76,3.43,mungbean
48,78,29,13.21,62.38,5.69,77.4,kidneybeans
25,8,38,29.85,47.09,7.12,101.91,mango
0,125,205,22.61,77.54,7.07,77.66,grapes
10,111,205,22.75,90.28,6.18,109.14,apple
76,51,16,22.34,84.86,7.24,192.04,rice
37,49,74,19.15,47.95,6.88,73.46,chickpea
65,55,52,26.26,74.51,6.85,113.79,maize
92,0,3,26.88,80.24,7.29,188.63,coffee
2,56,45,21.42,82.42,6.32,99.47,pomegranate
80,84,48,27.26,79.87,7.29,71.74,banana
128,4,53,31.7,89.79,6.59,30.79,watermelon
34,118,192,21.64,100.0,6.48,121.25,apple
49,73,29,29.76,80.3,6.78,162.78,jute
78,61,28,24.33,78.39,5.88,164.5,jute
101,10,45,22.78,85.62,7.03,27.57,watermelon
33,51,27,25.86,34.71,6.55,38.29,mothbeans
127,42,27,23.34,69.15,6.6,55.32,cotton
111,13,63,29.15,66.26,6.15,39.85,muskmelon
92,0,20,25.05,85.79,7.51,140.5,coffee
100,19,17,19.73,82.49,5.07,142.76,coffee
20,64,23,24.25,56.38,6.96,23.73,mothbeans
33,125,185,21.15,100.0,6.82,127.6,apple
34,65,45,25.56,81.84,7.02,25.61,blackgram
96,32,38,24.68,76.94,6.54,27.8,watermelon
85,50,46,29.21,54.54,6.9,121.27,wheat
27,71,32,30.9,68.95,6.82,78.55,blackgram
107,50,50,22.14,77.04,6.38,105.25,cotton
75,73,41,21.87,52.89,5.6,65.4,maize
15,27,197,22.78,94.27,5.61,94.08,orange
56,62,70,22.08,46.86,7.53,90.43,chickpea
101,19,14,17.71,81.89,6.51,154.71,coffee
17,87,12,20.84,84.46,6.46,129.25,pomegranate
13,56,53,17.95,51.68,6.02,152.78,pigeonpeas
27,129,210,23.69,65.93,6.37,50.7,grapes
14,47,18,16.9,87.83,6.01,114.08,pomegranate
59,43,27,26.33,50.31,6.19,12.28,mungbean
61,68,23,27.75,67.86,6.8,221.55,jute
43,47,42,12.55,71.08,5.75,75.49,kidneybeans
35,25,29,20.93,72.57,7.0,112.37,coconut
23,76,0,26.38,52.96,6.63,64.83,mungbean
29,24,28,28.87,80.26,6.45,100.33,mango
39,13,20,31.84,54.74,6.42,67.36,mango
13,36,20,28.7,97.11,5.32,181.97,coconut
102,65,42,25.62,71.86,6.43,125.26,banana
16,28,209,28.44,81.63,6.66,103.88,orange
28,74,35,23.22,59.41,6.22,129.36,pigeonpeas
2,21,209,23.45,80.74,6.76,74.55,orange
84,41,62,24.42,72.47,6.83,180.63,rice
33,85,65,22.44,47.77,6.86,94.76,chickpea
71,40,58,20.72,63.46,5.92,136.49,jute
23,37,52,29.56,57.78,5.51,86.32,mango
22,129,179,25.18,79.29,7.31,51.51,grapes
29,130,210,24.88,76.62,6.21,88.61,apple
17,71,56,18.68,52.08,5.92,115.11,pigeonpeas
26,57,84,19.85,50.26,6.62,69.24,chickpea
0,65,47,21.6,61.29,5.59,93.85,kidneybeans
32,95,28,16.92,68.33,5.77,40.44,kidneybeans
103,65,49,23.32,57.32,6.31,132.22,maize
26,79,21,30.17,48.49,6.24,41.84,lentil
22,37,10,35.81,56.09,5.95,85.05,mango
134,57,26,24.83,73.82,7.05,48.87,cotton
51,77,18,25.03,94.95,6.11,93.7,pomegranate
13,82,18,17.34,48.8,6.38,15.92,lentil
0,13,207,28.54,88.77,6.23,104.33,orange
97,47,27,30.72,82.47,6.51,204.4,rice
16,70,43,26.06,97.29,6.8,92.22,pomegranate
16,61,13,24.01,76.53,6.25,97.1,pomegranate
34,63,0,30.13,77.02,5.97,137.59,pomegranate
138,61,57,25.84,75.08,7.43,86.08,cotton
30,137,217,27.57,75.67,6.45,91.78,grapes
1,68,13,20.96,39.28,6.72,32.97,mothbeans
109,100,50,34.8,66.21,6.35,134.16,banana
54,82,36,24.07,62.57,7.0,84.01,lentil
123,2,50,24.93,82.51,6.7,71.74,watermelon
16,128,215,22.29,100.0,6.71,116.06,apple
85,49,27,24.99,51.05,6.02,84.3,wheat
18,77,37,27.09,73.73,6.72,131.27,pomegranate
86,57,31,27.26,60.71,6.9,114.18,maize
125,39,9,25.09,99.82,5.88,163.21,coffee
11,60,13,31.36,55.1,6.41,32.25,mungbean
36,68,29,22.96,47.07,5.68,154.73,pigeonpeas
85,3,39,26.48,85.82,6.36,0.0,watermelon
25,77,37,29.34,50.99,6.28,40.96,mungbean
55,29,35,27.05,59.57,5.64,121.67,mango
19,9,37,34.48,60.8,6.46,76.98,mango
24,57,15,28.25,72.28,6.91,29.77,blackgram
31,36,33,28.05,62.07,5.32,62.96,mango
56,62,35,23.97,58.34,5.52,61.32,kidneybeans
1,150,191,16.61,91.9,6.37,82.26,apple
12,47,39,21.74,59.39,6.47,148.51,pigeonpeas
95,86,57,30.63,79.81,6.82,127.7,banana
80,51,51,22.76,73.23,7.12,163.43,jute
96,85,40,29.11,79.38,5.86,95.96,banana
19,81,20,29.98,79.13,7.52,62.33,blackgram
29,8,189,19.38,80.23,6.93,91.98,orange
26,49,32,19.25,64.92,5.8,176.71,pigeonpeas
0,68,13,22.34,55.57,7.09,43.19,mothbeans
10,7,15,26.92,79.74,7.02,158.68,coconut
23,147,218,21.1,92.14,7.34,56.9,apple
15,45,22,18.34,85.42,6.93,98.08,pomegranate
131,68,63,25.51,88.69,5.64,71.95,cotton
84,68,45,25.53,75.7,6.23,106.98,banana
39,61,36,28.63,53.72,7.75,8.61,mungbean
53,46,37,24.79,80.29,6.57,114.62,jute
100,50,54,17.54,57.14,7.24,97.06,wheat
106,33,47,22.99,89.9,6.78,56.79,watermelon
23,65,18,29.1,63.32,5.52,25.78,mungbean
87,51,38,24.71,73.08,6.49,160.39,jute
2,84,13,20.74,85.24,6.18,147.09,pomegranate
16,118,205,23.58,70.89,6.08,92.72,apple
48,52,46,27.48,72.32,6.68,116.19,papaya
42,87,23,25.47,45.52,7.34,39.63,blackgram
66,48,45,26.65,47.01,7.29,89.65,wheat
28,39,20,24.47,47.78,7.15,60.54,mothbeans
113,43,64,22.35,82.23,6.58,58.23,cotton
129,63,65,22.76,72.44,6.47,63.18,cotton
116,32,26,26.1,79.03,6.07,147.95,coffee
9,54,21,25.44,61.97,6.25,37.56,mothbeans
58,81,72,16.04,48.38,6.6,73.41,chickpea
67,47,22,21.58,72.72,7.31,74.14,maize
38,77,31,22.62,41.36,6.19,54.91,mothbeans
85,32,54,27.48,83.86,7.18,186.31,jute
19,49,10,25.17,64.65,6.49,73.92,lentil
22,57,27,27.01,60.85,7.43,60.74,blackgram
20,99,22,27.18,58.31,7.55,81.68,blackgram
68,75,28,19.36,91.26,6.9,220.6,rice
35,124,178,22.65,83.25,7.01,45.7,grapes
20,49,43,27.82,59.01,7.21,89.18,blackgram
18,63,4,22.71,67.72,7.15,69.01,lentil
53,70,10,24.56,73.72,6.71,61.1,blackgram
12,61,31,25.87,60.16,6.31,0.0,mungbean
46,35,39,31.92,68.58,6.17,106.15,mango
119,81,52,28.43,89.37,5.17,119.61,banana
71,46,33,28.56,81.89,5.97,225.56,rice
69,63,55,22.23,82.46,7.42,185.38,jute
0,63,20,27.41,88.2,6.66,81.82,pomegranate
103,5,62,27.68,84.1,6.45,58.36,muskmelon
96,60,36,29.05,87.31,6.61,181.01,jute
47,43,43,24.48,56.78,7.13,83.35,maize
83,61,42,28.86,74.71,5.93,182.7,jute
8,67,15,24.56,62.07,6.8,62.72,mothbeans
38,90,53,15.81,67.89,5.15,79.31,kidneybeans
15,75,20,21.44,95.32,6.53,161.22,pomegranate
15,77,20,26.38,95.79,7.03,121.76,pomegranate
91,22,22,23.35,91.06,7.09,179.55,coffee
16,85,35,27.0,50.65,6.72,45.0,blackgram
16,77,30,24.05,42.2,6.82,50.48,mothbeans
13,17,200,22.9,86.74,6.19,119.69,orange
51,77,85,20.06,55.38,7.3,66.15,chickpea
55,112,209,22.28,77.31,6.34,54.91,grapes
129,46,73,26.23,89.96,6.21,111.45,cotton
47,92,64,20.57,44.7,7.21,75.48,chickpea
77,46,53,23.96,42.39,7.54,129.5,wheat
77,65,49,33.76,78.38,5.91,68.95,banana
10,19,23,27.04,60.93,6.27,120.23,mango
17,64,66,17.73,40.19,6.39,133.03,pigeonpeas
15,22,194,27.23,98.88,7.04,83.5,orange
33,140,201,23.99,85.63,5.79,128.07,apple
85,68,50,22.52,81.85,6.0,204.54,rice
119,53,24,22.74,88.04,6.29,66.57,cotton
21,57,31,34.97,54.86,6.75,37.11,mungbean
70,43,51,28.55,89.95,6.51,104.76,papaya
23,57,30,28.55,61.64,6.05,96.11,blackgram
21,110,204,24.79,80.51,6.39,67.68,grapes
92,87,71,31.92,64.62,6.29,100.55,banana
112,82,29,35.98,93.97,6.36,86.17,banana
46,40,55,19.01,55.34,5.26,106.91,kidneybeans
17,18,22,28.09,84.88,6.21,100.92,coconut
49,65,35,21.15,52.74,5.32,86.82,lentil
16,75,13,21.75,48.23,5.91,95.51,mothbeans
26,68,70,21.72,35.71,6.82,82.53,chickpea
15,55,27,28.37,65.65,6.96,119.43,pigeonpeas
87,22,74,28.06,86.89,6.19,189.24,coffee
42,75,104,15.31,62.94,7.05,52.53,chickpea
87,39,59,20.65,79.42,6.91,174.23,rice
0,63,17,22.8,49.08,6.63,46.25,mothbeans
75,44,32,28.3,85.24,5.87,227.95,rice
64,59,26,31.97,85.75,6.7,78.38,papaya
42,77,48,22.41,67.66,6.45,75.84,lentil
79,57,40,23.98,79.4,6.51,167.38,jute
26,50,0,28.89,66.12,6.86,57.35,blackgram
23,69,52,24.62,45.86,6.41,148.38,pigeonpeas
17,63,50,14.69,66.76,6.41,52.17,kidneybeans
0,66,3,26.71,66.27,6.05,25.85,lentil
50,51,42,30.95,81.55,5.83,80.73,papaya
26,52,55,32.61,95.48,6.93,45.93,papaya
25,69,40,19.56,61.59,6.11,150.44,pigeonpeas
18,60,11,25.06,52.82,7.12,14.87,mungbean
14,20,193,22.08,100.0,6.99,119.77,orange
104,19,31,29.45,87.5,6.99,136.02,coffee
13,74,11,23.83,72.89,6.82,154.12,pomegranate
95,72,61,29.78,81.35,6.34,104.06,banana
74,54,44,26.13,61.52,6.76,98.51,maize
56,54,40,24.5,87.25,6.41,153.93,papaya
89,30,58,27.87,95.53,6.23,50.32,watermelon
32,14,41,31.64,85.26,7.27,194.58,coconut
96,84,63,23.42,71.9,5.03,91.27,banana
9,65,15,31.06,51.97,7.54,45.77,mungbean
84,21,50,27.96,85.93,6.69,47.21,watermelon
31,49,53,18.76,76.08,6.02,92.53,kidneybeans
101,58,38,20.95,52.43,7.84,104.55,wheat
35,137,199,21.24,88.32,6.8,119.18,apple
22,55,41,29.04,52.93,6.57,27.99,lentil
12,130,201,20.31,78.62,6.61,136.83,apple
25,78,0,29.34,59.89,7.83,75.58,blackgram
20,17,20,23.57,78.87,5.61,126.93,coconut
17,118,195,23.71,76.89,6.39,83.35,grapes
30,37,45,24.89,43.79,6.58,54.4,mothbeans
64,43,34,37.85,91.27,6.37,121.73,papaya
1,71,0,17.85,55.91,6.75,48.57,mothbeans
99,28,11,26.61,67.61,6.89,164.7,coffee
122,66,47,20.49,78.98,6.08,99.86,cotton
8,68,15,23.66,50.61,6.96,130.63,pigeonpeas
16,64,37,25.35,56.49,5.63,197.26,pigeonpeas
20,23,207,29.69,100.0,6.72,79.04,orange
107,68,27,19.18,76.09,6.6,124.81,cotton
48,60,52,28.27,84.09,5.78,148.45,papaya
91,59,29,27.21,70.79,6.79,259.76,rice
95,58,48,25.2,64.35,7.49,111.22,wheat
29,131,210,24.07,72.18,6.19,25.52,grapes
17,17,43,26.51,52.14,6.48,82.5,mango
101,31,29,25.12,66.34,7.07,99.93,coffee
139,41,51,21.65,77.49,6.48,65.43,cotton
45,69,9,26.87,65.31,5.99,54.54,lentil
13,90,43,24.77,59.91,7.02,72.37,lentil
71,40,68,23.47,65.99,6.78,106.09,maize
101,63,39,26.47,56.19,6.63,79.66,wheat
92,83,54,24.04,85.78,6.04,62.11,banana
0,81,0,26.69,57.06,6.85,11.69,lentil
18,52,20,18.93,41.04,6.84,65.09,mothbeans
85,72,36,24.34,57.2,6.27,156.35,banana
11,73,20,19.37,51.31,7.6,62.32,mothbeans
86,49,48,19.24,56.35,6.09,92.22,wheat
50,64,87,18.37,48.7,7.02,49.95,chickpea
26,57,31,14.15,72.82,4.75,93.84,kidneybeans
38,148,166,25.3,68.59,6.75,78.2,grapes
65,43,58,17.59,90.1,7.03,110.58,maize
14,70,6,27.09,70.65,6.77,101.84,pomegranate
82,56,35,28.9,76.81,5.52,165.22,jute
15,66,12,27.69,88.69,6.63,130.21,pomegranate
16,3,38,35.23,60.31,6.1,100.23,mango
81,80,38,23.9,81.72,5.92,233.57,rice
104,28,5,26.91,83.72,6.32,142.72,coffee
24,67,32,25.52,45.59,6.24,179.55,pigeonpeas
15,71,28,21.48,50.54,5.49,86.05,mothbeans
140,50,57,28.03,75.01,6.34,85.4,cotton
100,60,40,21.15,75.49,7.29,209.64,jute
117,20,68,26.42,81.52,6.41,9.43,muskmelon
29,44,26,27.15,59.35,7.37,66.5,lentil
20,93,32,32.93,58.13,7.08,16.9,mungbean
74,31,56,21.8,58.52,6.6,133.72,maize
55,28,190,24.06,96.03,6.89,111.06,orange
79,20,36,24.39,89.5,6.43,125.81,coffee
22,150,205,20.31,71.4,6.38,135.7,apple
43,59,35,25.07,70.53,6.82,107.06,pomegranate
38,51,58,17.01,63.31,5.49,57.8,kidneybeans
15,61,16,24.8,65.72,6.47,45.4,lentil
117,24,32,31.18,71.46,6.65,218.72,coffee
28,75,26,22.62,56.05,5.8,76.35,mothbeans
60,49,63,28.31,75.89,6.6,174.95,jute
20,23,42,28.66,47.94,5.28,102.0,mango
99,92,63,28.24,72.29,5.03,61.08,banana
81,28,78,30.19,96.31,6.61,79.2,watermelon
106,52,34,22.02,89.78,6.53,38.01,cotton
92,14,60,31.21,84.29,6.34,23.08,muskmelon
96,28,18,22.49,89.39,5.99,157.95,coffee
20,142,209,28.13,72.08,6.33,93.97,grapes
88,45,10,24.03,77.48,6.32,168.06,coffee
16,134,180,24.58,67.86,7.86,147.55,apple
95,62,50,18.57,68.07,6.23,102.57,wheat
1,0,194,30.53,86.81,6.95,90.6,orange
21,74,26,20.76,67.98,7.06,16.75,lentil
110,5,34,29.58,76.14,6.62,127.73,coffee
39,64,19,27.95,70.47,7.3,54.5,blackgram
31,5,34,18.54,91.67,6.97,139.19,coconut
63,50,40,25.7,80.86,5.61,74.91,papaya
76,46,49,24.33,79.11,7.08,177.97,rice
73,59,51,26.09,93.35,6.06,162.82,jute
100,43,44,21.77,54.44,6.19,104.07,maize
52,32,51,22.51,53.53,6.81,103.69,wheat
102,25,55,24.74,76.02,7.75,42.9,watermelon
103,0,42,24.43,80.63,6.78,52.31,watermelon
43,137,208,26.11,84.87,7.06,116.88,apple
45,76,39,22.73,52.65,6.68,144.99,pigeonpeas
29,71,30,24.97,45.74,6.92,16.06,mothbeans
26,125,196,17.42,88.44,6.35,117.48,apple
38,69,23,17.84,78.63,6.42,63.45,kidneybeans
105,98,42,30.41,75.77,6.39,68.53,banana
40,127,183,21.79,87.22,6.08,108.0,apple
112,52,54,22.24,91.61,5.94,91.54,cotton
88,47,47,22.07,80.58,6.9,97.64,jute
8,49,35,18.47,64.23,5.59,41.36,kidneybeans
38,122,204,19.3,83.26,7.48,50.13,grapes
124,35,47,21.95,65.4,7.03,67.6,cotton
27,80,5,23.4,77.64,6.69,88.4,blackgram
71,21,14,23.94,72.33,6.13,149.72,coffee
8,68,34,22.21,66.78,6.24,50.81,mothbeans
18,1,201,22.94,96.71,6.42,98.53,orange
66,54,28,24.33,64.73,6.4,101.79,maize
26,135,200,19.86,85.65,6.71,75.37,apple
96,25,53,25.94,81.47,5.94,79.7,watermelon
24,12,33,19.89,80.75,6.91,142.65,coconut
